Ref8537_QC1_20230414_1	Ref8537_QC2_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_QC4_Slot1-10_1_8644	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S62_Slot1-16_1_8664	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	Clinspect_E_coli_B_S86_Slot1-4_1_8638	Clinspect_E_coli_B_S91_Slot1-25_1_8674	Clinspect_E_coli_B_S98_Slot1-9_1_8643	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_014_R2	BBM_673_P283_01_VEB_015_R2	BBM_673_P283_01_VEB_016_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_018_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_020_R2	BBM_673_P283_01_VEB_021_R2	BBM_673_P283_01_VEB_022_R3	BBM_673_P283_01_VEB_023_R3	BBM_673_P283_01_VEB_024_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_28_s17	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_31_s33	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_34_s48	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC1_LabE_X023	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_QC4_LabE_X026	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s50_X011	CVT09_s55_X012	CVT09_s59_X013	CVT09_s61_X014	CVT09_s67_X015	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018	CVT09_s90_X019	CVT09_s93_X020	CVT09_s99_X021
P0AGE4	12525800	13525900	7833700	8754100	7911750	9614100	8763690	6392410	5957080	6192840	10188400	7461790	8499400	7145480	7723050	8937330	8160020	5897610	7660810	6918290	9201270	8975710	5679900	8251780	17568.5	32400.3	26581.1	38201.2	40360.5	36057.8	12068.3	23700.7	39994.2	16108.3	32532.3	29093.9	11469.2	51035.5	20655.9	14886.5	44961	5846.72	5301.38	29874.7	18167.3	10573.1	23157.6	4111640	5830130	3258410	3878320	2251330	3430680	5064860	2451060	4565720	3325530	3302240	1339190	1372640	1299460	1911710	1948260	1567130	1898640	1488040	1369920	1350800	2279530	2360470	14861200	14867900	14795500	15032600	16642600	14849000	13212600	16112000	16019500	15364500	8923170	7686360	6622770	8368440	7726880	7415960	8105050	7193170	6072430	10213000	12384800	10043600	9205940	8968880	1371840	957981	1017260	1229560	922408	918083	1278840	1172660	1269960	1182420	1198280	1376370	1309280	1085770	970462	703264	730560	760207	731989	828450	1058240	793211	832665	1157710
P0A9G2	1881990	1791900	2816390	2198790	1396610	2018190	1378720	1668200	2032340	2111480	1233840	957342	2050040	2018780	3374170	2370540	3145580	2506120	2451700	3295170	2677110	2527760	3623910	1958260	6136.15	7168.43	8572.57	7366.81	6964.05	7553.61	8265.59	8051.86	6624.1	10881.2	6331.79	7973.9	7597.8	8497.74	8549.07	7269.06	6799.91	9962.51	9232.99	7559.55	7448.73	12358.8	8927.71	542692	539255	537649	852851	661816	683965	762894	442592	683561	658748	792799	709459	777066	727272	938522	952855	713096	620445	730012	626474	781698	637024	693276	4329910	5134180	4249430	5149400	4765490	4688100	5041480	4391670	5061780	4653530	5371550	5573160	5362140	5210830	5437560	5570130	5668340	4621080	5566250	5288500	5517340	4963070	5185140	4834770	159240	148381	138372	158426	141378	96775.7	128567	115438	131587	115035	117749	155833	102700	112609	143621	125765	151455	123742	146285	135061	176552	146733	142086	159498
P50457	3389510	3559740	4244780	4082890	4336430	4352090	4910760	4264240	3844880	4749490	3450510	2691640	5111880	4051910	4719860	4368990	4217300	4093940	5354600	4467620	5306580	5193750	4086850	5989430	26627.5	36042.9	29877.1	28367.5	24410.6	36616.4	28721.5	30568.2	27925.4	23600.8	24651.1	31416.3	21266.4	23502.6	26975.7	30913.5	24683.5	18172.9	20324.9	26191.9	27146.4	25067	25981.8	896231	1407960	978333	1298490	1432410	721190	889915	1286460	852936	1234470	935572	990465	1179170	765862	881531	974152	1278410	1280820	1164270	1313420	933149	1039980	1011950	657347	648911	597148	646392	618130	613227	719040	673487	669103	592130	647962	597408	542175	562841	611877	616299	563852	553638	592891	548070	657776	659420	593736	610098	550079	395177	383592	481034	441938	354768	371070	370082	394058	381201	332006	359598	364330	320853	463492	517577	553522	503367	426634	524888	524147	540466	447302	528055
P0AGK4	26477000	26209200	14328500	23392400	15495000	22975500	12529500	9869950	7954430	8584200	21248400	16873100	22739600	11235300	20589900	26052400	24867900	15243700	25947200	13791500	24569700	26791200	13385200	25848000	404560	344724	387289	304900	360354	441487	261233	468806	253424	242513	506060	457467	308549	342726	403072	375670	412891	148969	102132	336009	314899	359488	259041	41906300	28358100	22038700	36113400	19788900	24498800	28654800	16020900	29816900	25714200	22648800	16166200	15804200	14895300	13102600	13308100	10051200	12831800	13828500	14908200	16425100	10349500	12901400	6827080	6435850	8549390	6598650	5503270	6297890	6162250	5992660	4887950	6654450	7599680	8838630	8003350	7451580	8578490	7409530	6861880	7107030	7716410	7276570	6736050	6730860	7437930	8514510	4177290	3983330	4080520	4578160	3926380	4192340	3725000	3694810	3597520	4159040	4121500	3215750	3743700	3901600	4433520	4453200	4356600	4164610	4079040	4596020	4782910	4104340	4220820	3918160
P77330	63721200	59880900	80430700	81007600	54227300	44195700	27794800	47518600	55301300	48940800	50592100	57776300	62052300	62834400	67976600	69742400	75782600	74290900	66091300	78445700	70658900	75153100	80439600	71387600	139133	235612	170154	214103	187083	223006	217657	145246	229205	164830	262464	298407	244918	321391	219897	198677	209457	203562	223675	258193	277819	214133	291874	23349100	30811200	29304300	18489300	28802500	29313500	18012300	28339700	22586700	27601000	27737400	22391800	26832600	22843200	27954800	26285000	28561200	28621800	31126900	29186200	24396000	32074500	28925700	20447900	20146700	19958700	18445900	18861600	18946700	18991400	13664000	16632900	20303700	19671200	17970000	11838500	16914000	16316500	15976000	16423800	16512300	15497000	18776000	15991000	14401300	19706200	19998200	8426270	7791230	6951160	9306570	7907750	5913250	7356170	7981730	6309780	6466340	6290570	7290250	8006850	6931430	8502520	8186270	7203190	8856460	8381100	9039460	8629710	9119420	9153880	7984440
P36881	1014370	909540	745761	302380	1339920	1282010	622309	1031710	1236960	1131880	1319200	1479170	1244280	1378210	632896	750251	560985	903445	505612	546956	506954	801270	596966	1376090	7477.49	8154.24	6512.34	NA	4247.15	8577.9	12844	7709.88	10792.7	8745.03	9765.41	6013.83	NA	5830.66	6760.15	4417.78	8353.76	NA	NA	NA	8367.77	8878.02	3306.3	735188	759484	545960	690785	574680	756545	636029	519348	761315	731890	635308	228006	79000.8	146680	261279	338819	190078	231302	217727	174855	136345	231247	206937	607210	456922	508166	469788	433318	566027	426401	294618	360314	555247	173294	200134	173548	182128	179721	141071	181614	182608	269146	221855	485681	488000	206897	189185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AG03	4950200	6206900	4514960	6500950	3542630	4092250	4709620	4214290	2719800	3732000	4046620	4042510	5371720	4595310	4161990	4164280	6353750	3272780	6377680	6219660	4987040	5098930	3860650	6266810	24028.4	41745.5	33272.2	45962	30685.5	39774.4	47682.2	36033.8	39760	53270	35591.7	35080.8	42469.4	32334.1	30600.9	38062.5	37503	45453.5	45075.8	30922.2	33648.5	43726.7	38506.2	3686600	3814810	3947270	4317760	4073000	3562900	4075920	3764160	3683680	3670150	3905860	3473470	3460460	3912360	3730520	3437440	3569740	3676610	3511320	3778020	3756290	3122850	3363770	1359380	1325010	1264140	1315450	1276960	1259790	1278790	1298550	1231610	1256670	1107600	1178560	1159860	1123330	1104530	1203030	1166940	1119920	1139860	1142900	1287180	1277010	1193830	1090280	309218	311907	262250	282489	433080	248622	348313	299020	321498	265753	244610	299803	337299	314342	309537	363895	337847	366905	267281	289803	270507	263310	325454	296132
P0AEM4	14941600	12392100	5053420	4653590	14384500	10826300	13268700	16702000	13369700	14217300	18888400	23655500	17521700	16419100	6071010	5433840	6073940	6898230	6360300	6256890	5982970	4849950	7306120	5897710	96518.3	136349	129177	128354	169290	127478	99706.4	124822	131398	73725.2	152452	114797	17166.4	58837.8	42368.3	46277.2	51146.4	18298.4	20988.8	43861.8	39421.9	29508.5	32850.6	10266700	10814300	8634780	22914300	6198230	13596900	11793700	4083850	13975800	7903780	7461950	1693110	1135920	2209820	1477110	1293260	1056910	1699040	1680320	3136640	1960840	1254700	1860020	2185980	4001360	3950340	4499360	4511870	2459440	4275020	3899870	4343670	2656690	931092	947360	996808	1106920	1007030	1008180	916887	837833	876716	789540	2362870	2704820	744663	863575	276623	997381	1064820	224144	888393	1587110	1499020	2017240	1529320	1989880	1916160	745940	909479	1760640	277593	392936	282675	335418	275664	218948	229732	236193	212394	237109
P0AC13	27255100	25964300	29817600	28706300	27153800	28457400	26762000	25917700	17830900	25239500	28228200	28997300	28484200	24789700	29865300	32357100	31200500	23453900	35261500	28213600	31238100	31232200	26536100	27870600	296103	369972	315460	344986	294458	339814	349261	328130	332215	355659	322758	333494	391079	369756	357934	378370	372405	353692	301935	338645	340472	379666	349611	5993090	6551360	7359340	6115470	7847660	6659790	5907370	7636690	6219010	6825000	6950820	8423190	9052640	9460200	8352550	7942150	8066060	8610140	8496290	8958410	8361020	8297090	8397010	5719780	5423830	5574320	5435760	5474600	5705770	5393620	4990330	4961720	5463490	5874850	5842890	6196730	6060650	5895130	5739640	5669310	5753470	5924260	5865330	5520900	5557130	5915700	5928590	2671360	2602530	2393630	2766050	2646860	2214100	2607690	2505860	2312740	2318500	2255930	2595700	2631130	2410610	2816980	2646700	2779910	2904540	2735530	2568740	2700230	2659100	2807230	2748810
P76145	11688200	11316500	6656650	6704400	10658800	9309540	11593600	9461400	9877840	9754640	10357600	16552100	10846200	11083200	7267740	7510310	6853130	7249150	7259740	7560850	7628610	6780260	7016840	7424770	122843	86105	119706	71622.6	106920	106086	72063.2	116340	102287	61395.6	94560	112557	25906.6	68818.4	66061.6	73777.7	81479.9	30014.3	15156.1	55394.8	57464.5	50119.9	50061.4	4899340	4888550	5447760	4987520	5155730	4996460	5567360	5835880	5516410	5039210	4829720	3194100	2817850	3687170	4274630	3859560	3409340	4028650	3449920	3373040	2991270	3063410	3263660	3021420	3043150	2892790	3089950	3064640	3055760	3091730	3475540	3421190	2982150	1965360	1944570	1916120	1863650	2017440	2066210	2015740	1868370	1894330	1870940	3065980	2945530	1710970	1938200	500955	921368	830481	501340	854348	1021950	902562	920704	1085920	1034490	975474	802343	823746	982780	548277	503317	615502	524656	525010	539360	514535	550188	545900	567107
P0A744	56975300	58449200	47985400	46651800	49156400	51120900	61811100	57598400	54342700	62365300	54421700	56297300	52991800	58373300	49079200	45849800	46221400	45124800	47076700	53017800	49965700	45172600	46836200	47615800	659692	668117	677851	759892	789106	769659	630221	766200	769449	500303	792130	716958	428413	670684	670256	525493	700407	397208	371165	567770	521432	510412	459044	67788700	50501500	50400600	51514000	47102600	56549200	56478400	38599900	58806400	56337500	50626000	37806400	33499800	37738300	33702000	34845400	27156900	36618200	35876400	39632200	32741900	33886900	36148800	13438100	14332400	15667300	14804300	14652500	14199600	14248800	15361700	14849200	13846300	10838700	11131700	12292100	11081700	11922600	12107100	11091000	10922000	11368800	10982700	13640800	13780400	11056100	11500700	5925640	9109920	9047330	6031940	8827960	10575900	8487940	9344520	9457990	9795730	9954630	7868230	8465240	9789490	6437080	5959370	6755430	6206470	6331680	6034360	5949000	5778940	5820910	6102160
P62615	6268240	5707140	4840420	4786950	5685030	5733120	5851260	5368920	5142840	6012150	5579710	6095410	5751750	5742920	4750390	5054670	5282630	4820430	5078990	5730800	5162150	5088300	5065160	4953750	61939.1	70228.8	67343.6	71379.8	68069.4	69587.3	66307	65833.6	70138.5	65494	66195.1	70861	50260.4	60510.9	59790.6	60980	64233.2	54218.3	45106.9	62407.2	71248.8	58691	64037	3954060	4023540	4230170	3440820	4644650	3973640	3762450	4431050	3866500	3861650	3767900	3270370	3215740	3675090	3543590	3663980	3506520	3677850	3654880	3603880	3462250	3269600	3287160	2789400	2575780	2638890	2617580	2560350	2869690	2415960	2381380	2363690	2829080	2395290	2407010	2512260	2396710	2274570	2421980	2357040	2503770	2273870	2347350	2544480	2546850	2291050	2242750	1194450	1254050	1308830	1159830	1383020	1175670	1236620	1254160	1261110	1249580	1275960	1300980	1327970	1321260	1202320	1215570	1164700	1179810	1193200	1254220	1249620	1240380	1172050	1272290
P0AF50	88905100	78318600	49705000	48474500	71959200	76486900	89031300	76950400	74158100	76376100	90098700	143809000	82701400	75602600	45717800	58294900	43956200	47510400	49963800	51185800	57418600	54821000	41996100	50719400	137082	140308	151939	163198	145527	129062	127126	162572	144726	129571	180566	140523	68706.4	103663	165296	96826	112513	69386.4	90609	105338	101363	104821	103342	94485200	78958500	60115400	78767800	68500000	74505600	77612000	50034600	75798000	73616700	64759500	49413600	37593600	33320600	26705500	31269300	25415600	35136800	32004000	37331900	40049500	31639800	34873800	18253400	17127200	20674000	17863500	19349600	18584300	17851300	19671600	20333100	18742700	10477300	10876200	13546800	10161000	11999900	12535500	12656700	11888000	12328200	11588000	18648000	18612900	11364000	11697500	3158800	6111720	6070200	3158690	5871310	6831980	5842310	6168370	6299780	6426560	6162020	5046390	5773330	6224470	3582700	3325840	3531790	2815010	3128490	3288050	3174620	2891890	3432670	3120380
P60869	5926270	5802830	7146960	7343750	5619830	6132880	5774990	5527040	6027350	5536490	4840370	2421390	5472620	5870970	7194410	6942590	6447260	6996930	6472560	6843010	7046250	6929450	5948760	7029020	9422.11	21771.4	15799.1	21671.6	17744.8	23103.9	8595.57	11208.1	25237.9	8029.84	20681.2	19332.5	10361.2	29267	17906.5	21961.7	33055.1	10031.1	7587.69	22398.2	26407.6	13188.6	27102.8	1447050	1559840	1472980	1206040	1557870	1248900	1250120	1702230	1280400	1365440	1328670	1316070	1618540	1564320	1928720	1604060	1848460	1737890	1773310	1632460	1721700	1873090	1800080	1884880	1617450	1690920	1497120	1677810	1737980	1644220	1518410	1586450	1862830	1822520	1965650	1571340	1874150	1717120	1715460	1826020	1783490	1682530	1904030	1646120	1498920	1960570	1808630	361497	321490	250995	378178	258047	224256	269502	273080	269006	242663	267086	292639	333153	243166	338996	344007	343872	336549	316722	361631	323865	328304	343678	371735
P0A6D7	27224000	24364800	32815000	27150200	28440600	26379200	22996300	27536300	32360200	29958400	26710500	38437300	27936900	25826000	33335200	33826900	30977100	33609700	30105100	31959600	31932400	31175600	34661000	31311000	373930	492066	370016	406460	477439	417588	401060	386346	458202	428964	453780	492931	369418	563735	507815	571634	586257	488791	416578	532139	578835	451247	511384	39758900	33926100	32226000	30294300	30586900	35742000	29484800	24843600	36170600	32756100	30915900	41652700	34661200	34610900	28793100	28709400	24684500	32447100	35062100	39675100	34401800	33017900	32978300	15226000	15364900	18425100	15842500	15593400	16421100	15963400	14957000	16559800	15546700	19135200	20122700	21608800	18731400	20506800	20898400	19966000	19749300	20846200	19478700	15475800	16133500	20406600	20814300	6033200	5662490	5408150	5935340	5926230	5983700	5256990	5903140	5514870	5573310	5660750	5443140	5550400	5566320	6478980	6641320	6558950	6243070	6227180	6144920	5929530	5867160	6217810	6285790
P27829	31173900	31708900	40190800	39756000	23204600	22637300	27709100	27482700	22017300	24834500	21376900	15339900	27021000	24909300	33936900	33092300	36012000	31020000	36881400	36501300	35867100	36581000	35705100	35594900	67125.1	77834.6	66883.7	90754.8	74092.5	71877.4	102577	69352	73264.5	87052	73364	66053.2	122028	128302	96336.9	104747	107152	122243	123285	112601	121952	137597	120849	4472690	4838110	5023070	4524470	4945100	4917000	4920320	4798080	5025890	5034790	5399580	6602080	7064750	7703610	7621800	7785520	7129420	7288830	7290180	7008760	6845500	7242880	7157290	4026990	4532630	4118510	4618090	4495070	4332620	4543410	4443350	4410250	4084440	6146190	5901680	5919340	6219620	6011280	5672620	6027230	5995060	5983360	6088990	4451040	4531980	5975410	6204200	983378	669519	736162	943842	687001	678797	742176	716299	768905	738454	737346	749640	635556	732797	994551	984610	1004630	1017530	1015310	961886	907792	981323	966579	961210
P31130	12886900	10444400	7100920	5753450	10486900	8664460	13197000	12110600	15827300	12164800	10817800	18911100	12206800	10371800	6800790	7620890	5834250	6735400	5364950	6054800	6110660	5586780	5841740	5680290	108634	130855	130662	125016	150332	113338	106576	131149	114725	104401	138722	123926	52064.5	65118.1	76249.3	71370.9	85311.5	52036.3	44058.2	48687.9	61362.6	51997.3	55587	19260400	15706600	11247100	24825200	11819400	15851700	22685500	7183840	19998100	15245200	13450400	4354850	3822690	3985560	3925690	4048520	2731230	3670600	3959520	4168170	3210400	3371500	3448770	5211160	5888650	6748470	6144700	6579200	5435680	6388040	8017910	7682240	5464960	2457180	2588030	2486810	2176040	2872150	2803740	2942560	2709270	2592460	2426780	5619190	5802480	2356310	2587750	1297450	3169740	3250360	1263840	2860930	4086230	3201370	3616950	3624880	3982920	3906050	2598820	2766870	3699440	1409900	1074320	1598710	1239200	1312240	1241520	1572120	1308190	1408210	1344500
P64554	10667500	11158800	14468900	14325300	11889400	11555300	12549000	11968800	10026200	12701400	11370500	10987100	11434900	11636100	13863900	13949400	13465700	14104400	14155100	13709300	13543300	13074300	15360700	13504400	53212.8	59474.9	60537.6	57520.1	54640.2	54649.5	54472.5	54753	55297.2	50070.7	57628.4	56949.6	67043.9	76266.3	74778.9	78329.7	75412.6	61311.6	71007.8	70521.6	71317.6	73383.5	72912.8	2986920	3079820	3244460	2824640	3586950	3279280	3462920	3127090	3061760	3330670	3505730	3913690	4391420	4870340	5237590	5416050	5367370	5100720	5052320	4671390	3602360	4725820	4832780	2257810	2576390	2225580	2617470	2535070	2443870	2425000	2464290	2525680	2483410	3243350	3125140	3365460	3518600	3279630	3347970	3172710	3273880	3289490	3148010	2437940	2445270	3187010	3292320	1325120	1024140	1029930	1325740	1057910	995549	974789	1024220	1098840	992926	1005760	961589	928213	1024090	1360970	1242160	1349030	1320960	1359870	1366920	1375920	1289680	1300170	1354780
P69913	41404900	41989600	32183500	37708500	26792900	29348100	29611400	38699300	34311700	36903200	32637800	31983600	39719000	39513000	28284800	34483300	34233700	32660300	34795100	35704700	35963500	33926200	35038100	38980700	169199	185963	149026	148961	155385	140402	147749	196101	240072	150560	158733	142066	122169	130615	120535	131131	113993	104975	121381	115519	140318	109073	142689	38565100	29128300	30648800	38632700	30239300	34889300	32892700	25354500	31740900	31866900	29050400	36781900	23641600	21282000	19555400	21213300	19141700	20854800	22132800	22721600	25569000	20372900	21829100	5385220	7830300	7943710	7660660	6307020	6874910	7085440	5939070	5335670	8274390	7598040	8445190	10179700	8061550	9535330	8003130	8808680	8509170	8559710	8556190	8064470	8637420	7867210	9971580	2955120	3405930	3569940	3313210	3779830	3455910	3575140	3243420	3531240	3413970	3603290	3084740	3305120	3748520	2984190	4521900	2857120	2932720	2965010	3724190	3174440	2917640	2870650	2922540
P39161	3866200	3663240	3366830	3916680	3490940	4033260	3834370	3684780	2238040	3259470	3824010	3591650	4175860	2999400	3289810	3524670	3323080	1984850	3652310	2897360	3609240	3391250	2737790	3310690	25461.3	32035	28647.5	27451.9	29479.9	25427.4	26364.6	32922.3	28978.4	26364.8	26049.5	25920.5	21780.4	31553.8	24544.4	28697.1	25411.8	21341.8	16930.5	22059.4	22020.7	24360.4	23100.4	2195900	1898580	1750880	2086630	1676130	1928800	1934600	1146990	2118840	1894230	1781800	1122450	1232630	1342280	1404300	1414600	1250230	1466900	1491520	1330390	1238620	1388510	1508170	962093	912436	1004070	901468	941564	916047	899293	928579	871505	916614	846730	882347	915133	827172	843178	918295	833212	821433	855560	886199	951843	961198	850815	819985	555767	444729	436783	436120	620990	299134	490576	465918	490376	369997	373397	541390	530504	424166	509302	526765	504497	529677	518463	531613	570649	493762	495981	478293
P37339	7233010	7532900	4033440	4152240	5367910	5133280	10538200	7667940	5889730	7283110	6157620	5088520	8121430	8361340	3092730	3910530	3920580	3180410	4191600	4511100	3586270	3978920	4150680	3829270	40704.5	42022.1	47930.5	37359.4	47800	44904	36768.3	47294.5	54129.7	32738.8	46377.1	39959.8	8173.36	14802.3	10712.8	13325.5	12180.4	14274	16807.4	8523.68	9823.31	14935.4	10837.6	1985800	2072230	2692800	2607510	1826070	2210560	2988760	2557750	2641650	2519830	2902550	597156	881606	540421	916092	747641	865174	553684	846016	649189	645903	292749	786473	2365620	2988950	2408160	2979010	2641670	2301670	2983430	3147580	3111720	2106480	915173	720877	464102	821806	739915	605997	941851	790134	465264	330093	2393920	2565150	465073	775715	150777	782764	735943	NA	675412	785277	729266	709436	946308	894485	745007	642722	663314	674540	113532	NA	235887	117028	171155	153793	164323	130146	145355	195255
P0ACR2	745263	2589660	812803	900751	1090950	873770	1066040	976281	1325950	1194270	776513	896625	1150470	937996	1278630	1095010	1251420	1183130	861038	1181780	981753	929094	1193560	941314	5495.15	7847.33	10927.2	12809.1	9820.69	13369	11217.1	8277.74	12439	10535.8	13579	13539.7	8852.92	14634	12750.9	13057	13176.9	10655.1	7805.07	11483.7	15479.9	13743.8	13233.6	280230	294624	216219	300634	305027	226154	283831	285171	279016	170461	313699	371884	445481	370712	439618	349255	360386	329332	351729	348294	408149	340736	353437	638668	486927	570232	601742	642389	618734	530345	617056	662742	701674	703547	618920	696817	685779	726672	741855	775826	648466	686734	668392	586512	676806	692685	634175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P08373	12294700	12893800	11361300	10340900	9622880	10630900	10668200	9410950	9035110	10310600	11208900	8284550	12107500	9880920	10398700	10548300	11188800	9106310	10364200	9173450	10199900	10942400	9772390	9674570	117859	142745	122255	136975	115086	114708	120059	128293	125930	136906	108273	127962	136282	132228	126132	123142	139935	101565	105229	128466	128235	142662	121515	3177100	2827970	3308600	2573600	3244740	2968110	2794080	3010280	2955680	2864320	3086240	2456480	2683950	3185050	3246270	3129540	3120270	3175230	3209830	2942520	2897940	3145640	3047730	1858560	1754310	1800660	1809250	1732670	1965540	1811680	1670380	1696510	1933200	1705520	1726700	1721560	1741880	1647140	1702860	1750270	1689730	1747110	1745680	1818490	1739860	1667890	1673940	1537570	1479540	1540550	1493560	1561900	1308400	1537900	1472120	1465350	1356390	1290180	1582230	1500980	1386770	1473400	1434100	1401430	1498010	1447310	1489690	1580660	1486480	1548510	1369600
P33012	8941870	7452220	5561730	5134790	7199810	7345870	7524880	6591440	6659190	6730860	6837440	8132860	6484360	6831120	5228850	4881900	5007950	4049430	4029950	5078650	4716530	4620720	4815940	3738760	78748.2	111208	80068.3	127691	94282.5	98893.6	112350	92230.3	109033	86412.2	90303.3	92856.2	79969.3	76201	58502	57686.5	62410.2	80286.2	68563.7	57537	72529.8	80539.8	83865.7	5346380	5236620	5788200	3638600	7776030	5565200	4792500	5988850	4614030	5185200	5060650	4788490	3864010	4232390	3508470	1957680	3368950	3837990	3988870	4580660	4106650	4033050	3450180	2323610	2570390	2736990	2560870	2345990	2550650	2309480	2202610	1951030	2476400	1337920	1482090	1724400	1467640	1639430	1529770	1510190	1652320	1590140	1514530	2291130	2020550	1521530	1513420	605955	1237370	1071460	650027	1114170	1253760	1157980	1265480	1271020	1183670	1239980	1118850	1061610	1195470	704119	463915	737510	564251	658500	702191	668487	599193	672617	547186
P03817	16717700	14044900	16142600	12305900	21388700	21263400	15254900	18869400	19395900	18533500	22418800	29917300	16195200	19101200	16637900	18867100	19739100	17086300	19853400	15654000	13602500	14305500	14838200	15385400	116959	71140.1	89933.3	54839.8	100849	78644.5	68347.5	64953.8	62243.7	57184.3	87588.1	108130	50424.1	107579	131903	100540	112203	56193.2	42948.7	94000	94093.2	67292.8	80099.7	27468100	21906600	18601300	30167900	13893000	20781400	25138600	11643900	23083400	20548600	21917000	14868500	13650600	13846900	11932200	11024100	9538810	11922000	11949600	12523700	12544000	8845310	11273400	6789250	7253380	8650730	7597510	6151510	7515280	6410090	6915540	7398470	6631640	6619920	5952370	7228750	6273950	6474370	6681170	6138550	6755470	6418890	6585430	7226350	6356420	5947980	5888970	2279010	2698190	2943990	2339180	2735270	2591930	2885540	2839640	2871230	2688110	2706420	2419900	2679880	2560740	2378190	2412260	2403570	2419480	2399660	2543570	2387310	2414440	2296010	2631370
