Ref8537_QC1_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S11_20230414	Ref8537_S35_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_024_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s50_X011	CVT09_s59_X013	CVT09_s61_X014	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018
Q47146	38522400	11398800	13360800	60578400	40745600	38672100	10191200	13856100	11610500	11784300	14891100	13310900	14175700	8237950	14341500	11784600	94310.3	105399	93547.4	121473	94807.9	123028	119248	100587	100861	18534.4	34624.2	27260.9	21876.4	7036480	8043440	9000580	11251500	5519280	7878400	11186800	7692760	9753620	8614610	9658230	1547830	2966160	2411850	8161160	12304100	10302600	11712600	2619280	2666510	2815240	2684160	2652740	2864900	1809350	1682650	10433400	1579450	2733890	3583760	3577240	3268950	3558740	4199170	3611410	3934020	3659930	3621690	3346220	1191260	1301430	1229410	1415220	1203070
P13656	1317810	1733740	1577000	792691	913950	1215870	1700090	1407470	1628120	1933950	1226310	1650380	1277830	1531210	2051060	1154340	7972.32	7781.47	9759.52	8868	8385.87	6372.88	8503.48	9999.43	10696.4	11380.3	12265.9	15826.8	13757.5	396301	490104	437597	414761	571318	387322	389270	905102	436093	377698	471440	518586	802339	548513	1131270	1194200	1054140	1117910	1089710	1152440	1175480	1017990	1031500	1114610	1049500	1238920	1006560	1289310	1234400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76142	6089000	2841490	2433880	6435530	6335480	6182990	2542310	2954690	1570500	2466070	2730610	3319120	2352080	1930780	3162160	2105260	49585.1	41941.8	42751.7	48264.7	43320.2	46224.8	42210	22037.4	43128.7	9376.1	17970.7	10814.8	10075.3	37851500	33732500	32857700	32889200	33431100	41756100	46242500	28394400	45759400	38165100	41768400	12142900	17515800	15271000	3579400	4346300	4606670	5181970	2257360	1957170	1992320	2060010	2141240	2169930	1491330	1219140	4113310	1512580	2127000	15462600	16754000	15481800	21825300	16506100	16127500	17812300	17708400	16538200	17515200	4252370	8948190	8522340	8090860	9603030
P0ADU2	69129700	53602700	45001400	58723900	67312300	57851300	56479500	58619400	57618900	52665300	54125400	58149400	58364600	56969300	50159000	59965500	88401.4	68630.1	45702.2	57687.4	96768.2	86635.8	89973.7	73218.4	77526.9	59591.8	69186.3	50353.4	57480.4	25206800	21704000	20832300	17345200	23990900	23496000	16961000	17602900	22095400	21550300	18714100	20361500	14062400	18209900	22468500	19893100	19703900	19028000	17052700	18026700	17540200	18278600	18164900	17674400	18833800	19521200	20918500	17982900	17865700	4530500	4454320	4501860	4069170	4280430	4534030	4118480	4204890	4357340	4349540	3156980	3299540	3362560	3372410	3555140
P0ABJ9	175747000	131137000	131331000	178562000	172892000	187007000	113473000	128436000	134031000	124886000	116785000	118058000	111023000	114141000	126626000	103008000	202505	392827	469255	388590	502590	239243	535703	202083	306710	132798	207294	109835	218123	73256600	71809100	88621700	60240400	91535400	62760900	64613600	82280200	61729500	66614500	67601100	41053000	44205700	51094200	26600300	27001700	25236000	26367700	14119400	16691900	16244200	14442400	13389000	12882100	11497500	13771600	23671100	16497600	15348600	10584300	9674490	9841690	10722200	11316600	9776760	10629900	11013600	12660800	11001600	5773730	6056590	7036550	5560190	5950060
P28861	9810910	9658950	8954600	12207400	10971600	11596400	10995400	11058600	10400700	10842100	10791500	10751800	10423500	10840700	10326300	10622700	52953.6	65247.5	66045.4	62786.2	61610.9	81406.3	64579.7	79577.2	61417.5	69595	66253.6	51338.6	55353.9	2962120	2738480	3596580	2848660	3834620	3126880	3054420	3311790	2875920	3002130	2988450	3477600	3242400	3473820	2468360	2566190	2495150	2378590	2498480	2467390	2354770	2436300	2482650	2456600	2460540	2408660	2459060	2461740	2396220	2563000	2473490	2399900	2495990	2596170	2497410	2516410	2479130	2537720	2436020	2215560	2259000	2257180	2225210	2208060
P0A9W6	52869300	43677200	45727900	48947800	55342400	39816800	43135000	57202900	48464900	42954700	51927900	43791800	53202100	49664200	42616700	50570300	105333	67254.7	47985.9	93467.8	72650.9	71913.7	67889.7	33982.9	94534.9	25060.5	100728	16973.8	91171.3	38750600	33238100	32934400	35296300	34935800	38699000	42041100	29561500	41207200	35721400	34027700	47430900	32714100	43005700	4059800	4571820	4665050	4703320	5426140	5755660	5208510	5550460	5003480	6021630	5483640	5045260	4253200	5582450	5083570	4345250	4199190	4036150	4826250	3945820	4392380	4472780	4739120	3664870	4350120	4838350	5063820	4717810	4630500	4695220
P37692	12309000	13639700	13750700	14180600	11443600	14277400	12994900	14254200	13162300	12758500	12859300	13163400	12531500	12231600	14173300	12516000	222380	253726	284699	236810	256161	247178	237007	259852	231599	284610	281213	245933	271422	3844070	3932450	4605830	4023260	4391670	4153910	4265440	4429070	4052910	4179770	4410050	5386450	5074140	5305100	3782550	4037250	3842500	4095730	4054980	4091480	4193410	4045800	3952950	3852500	4100680	4173350	3988020	4082340	4065470	1182040	1287950	1257420	1329380	1320860	1199570	1302850	1260000	1207600	1334160	1342930	1213250	1340240	1227890	1241850
P09549	12423600	12012900	9574450	11883000	9590740	12410400	11734000	12094500	10574000	12827800	9832030	10842900	11400800	11389600	12931300	10236900	66030.5	59968.8	67029.2	65472.6	69324.3	70935.3	61617.6	67223.3	79101.8	56784.2	79190	42730.6	81679.3	4146930	3485140	2896990	2938790	2788400	3021010	3169880	2498420	3367180	3087000	3212080	2341710	2033500	1977580	4235600	4331950	4078870	4351030	4442930	4083970	4310200	3992190	4062820	3878760	4249470	4067860	4167100	4175230	4341820	525006	547411	571988	432885	594502	560739	485199	528101	538065	485112	604143	574423	577972	540459	535463
P33136	54923700	61362900	63841100	55128400	48509500	56485200	56783100	55995100	61857600	54551300	57488400	63716300	60384600	59368300	60913500	58192700	343888	386963	423282	392418	416277	373809	391213	418572	389155	400211	427983	390691	433616	30569100	32191000	36021000	28433300	35983400	33563100	30438100	38379700	33747200	33171400	33811500	37725900	36511100	38831800	14791700	15046400	14346200	13919200	14237900	14957800	14596700	14679900	14679300	15131600	14557900	14706500	14246800	15391600	15023400	4861930	4902220	4649530	4593880	4749900	4656860	4677920	4697850	4813200	4687370	4635350	4931500	4960870	4807860	4724760
P52643	140082000	63823700	62092500	113995000	120255000	120345000	64314500	65825400	64142000	51963300	57860500	61710600	62599400	70923700	58555700	61868600	557996	606700	504407	621875	659038	510846	540327	544029	609227	236554	297930	263891	359053	45477500	43642100	43357900	38420100	50098800	42040700	33777800	42953500	35929500	42675600	44040700	15119200	16670500	18301300	29118900	24474000	24103200	23747500	10413700	10144100	10717600	11177600	11636200	11491100	12289600	12502900	28622800	12479900	11881300	8054820	7736250	9689930	5590960	8449800	7672010	6251410	6127280	9206470	6709730	3367360	3424370	3375130	3743330	3502990
P06715	27306200	21728000	25153600	25680500	25099500	21551600	23896100	24691900	24214700	18104100	23563600	23446200	25344500	26282600	20579500	25057000	255569	280053	231196	261285	274208	249846	258003	207847	258608	207233	293346	183370	269606	6015760	6724620	6884660	6991190	6610360	6285800	7289530	6709250	6466280	7233260	7113020	6109460	7537290	7475000	5979840	6235910	6218600	5982910	6185760	5902550	6041980	6066250	6310720	5993260	6088820	6193460	6188520	6046240	6003220	2159580	2019900	2397450	1792870	2308720	2131070	1940450	1866320	2275570	1985010	2140180	2159920	2328940	2151860	2052010
P0ABZ4	22385700	25053400	21725900	18273400	19452200	22471700	24723000	23741300	22544700	26270500	21748300	24280500	21241500	23600900	25117200	21416400	231744	373252	372720	315467	300371	289967	363170	291255	341193	320772	345656	279914	295742	12290500	10619300	8470760	9035100	9392680	10101300	9413980	8508680	10293800	9670340	9196300	10578700	7411410	8867810	3655120	3579380	3764500	3270670	3985870	4123260	3655420	4152020	3821300	3916240	4064260	4052630	3548320	3954150	3774450	1256730	1316300	1401100	1278690	1222300	1332150	1188880	1170350	1267590	1191570	1322740	1261730	1201200	1249740	1397080
P77739	18753900	6684780	8272070	13164700	14999000	12749400	7467880	8797350	8694470	5080100	7810160	7776980	8204100	7795500	6197180	7181730	220889	257660	279389	199305	289290	243159	213474	217550	274214	85306.1	119584	76282.7	100362	7244220	7368200	7681410	5172500	11601100	6499870	5566260	7624330	5328200	6723220	6761140	2233930	2992030	2770660	11885300	9762250	9307390	9017610	4228200	4347250	4498590	4566710	4733820	4864540	4606190	4660450	9743810	4709860	4844110	3669190	3486600	5263260	2567500	4346460	4025570	2818450	2806220	5491550	3270380	1952720	1912820	2218890	2216060	2024860
P21169	12105000	12018100	14188300	13667800	12548200	11882000	12876100	14717600	14012300	10245100	16877300	12286300	15562400	14571600	12219100	15833600	50084	50433.6	47383.6	57306.7	46847.3	56838.1	48799.1	58662.2	56334.8	63200.3	68283.2	56375.2	61367.5	3934200	3827970	4013090	4469550	3355700	3921310	4553160	3601450	4079840	3875210	3871160	3343820	5391170	4468200	2351030	2538280	2529960	2476990	3027050	2912960	2959870	2929580	2813330	2821010	2807930	2748290	2442010	2795520	2963720	894770	962539	844421	838756	912839	900825	905981	858525	902439	867971	1230260	1191780	1154340	1193850	1224620
P76550	35298900	28742400	21465800	35091400	35196900	38461600	29011100	28935300	26143500	28697300	22860500	28653100	25466300	26019500	30783100	25423100	207327	167438	153217	195285	225452	190480	179787	149624	221771	88220.1	162041	55237.3	156656	14983200	12573200	11753000	10233600	12102500	13388600	11670500	9363800	14211000	13381600	12593800	10384600	7548890	7918940	3886880	3862960	3995440	4196020	2953130	3099690	2805820	3314860	3139540	3195330	3300450	3049850	4011830	3025530	3064350	1974030	2107010	1869490	2141940	1928270	2060390	2054430	2123430	1846430	2060140	1538830	1454140	1300190	1453600	1484410
P0ACI0	14508200	13601300	14375200	14821800	14060000	11388500	13452200	14864600	14715900	10411500	14980700	13310500	15174500	14066900	12654600	14769600	203623	330378	341053	257637	258904	260557	284982	296709	219605	297878	274103	304070	285930	7682220	6978240	8181150	8134590	8772700	8221390	8624530	7498850	8373780	8517100	9093740	6449620	7746820	8094480	4890840	5586770	5318250	5527040	4843570	5052450	5176470	5182720	5343520	4916220	4921260	5073680	5440750	4907330	4943410	3703910	3479850	4423700	2933520	4086640	3758390	3505960	3232060	3938430	3237690	4266930	3938950	4015050	4284040	4226870
P0A746	39592800	16782900	15223200	30559000	32024600	37503100	17566400	18150500	18349100	18121000	18332800	17502400	13900900	14121200	20769100	15988200	625096	891970	878266	857653	967248	1027300	978229	882729	939170	307172	363373	270835	311378	119991000	91963600	89529800	60654700	87650000	92707300	80512600	67572000	89101800	100310000	93508900	35257400	27830100	29851200	19638800	19419900	17903100	18619900	8461590	8482880	8838750	8575570	7575000	8241310	7431010	6909910	17989900	7711620	8483230	4945540	4935430	4967290	4661240	4144240	4808390	4479420	4523610	4629170	3963010	1853290	1850630	1723670	1778560	1624550
P0A7M9	65105900	42953300	36176500	34004400	31872400	56735700	52185000	45229800	39861800	82975500	48857700	31377700	29518400	32004300	58261200	35364500	1895050	2724010	3101340	2487690	2506910	2328720	2585710	2893400	2439230	1865070	1911010	1468990	1133190	194096000	143710000	127475000	140627000	117351000	153560000	157701000	96242300	152052000	143530000	135236000	69353400	63310400	68350400	41448500	44825800	39955900	41839700	24747400	26077600	46864300	34450100	24179300	24353300	27571000	24223500	43277200	25041400	29657500	45502900	47879900	40688100	47534700	40022600	49617500	45584400	46415300	37467800	44135600	16293000	35227900	27096100	21884900	24256000
P63386	8771260	11301900	10256500	8807080	9641190	6969530	10854300	9620060	10311000	8069700	8887790	10019300	11159500	10779300	9632720	9554890	53934.3	47030.2	35212.6	51594.9	54651.1	49577.4	44079.9	30331.8	53113.8	33484	57042.8	21232.5	55780.3	4178240	5099990	4553520	4885720	4772060	4463460	4623360	4244740	4895490	5163120	4990480	5272570	6048130	5720150	4267080	4090450	4076880	4221550	4536900	4650370	4667100	4528490	4673180	4698350	4552020	4810950	4076720	4594480	4626670	1841440	1984250	2245920	1666470	2005920	2059660	2018240	1783210	2151100	1961160	2283290	2241330	2035510	2143540	2222470
P0ACL9	116356000	49350800	51756200	117778000	104679000	122107000	44345500	45288700	44949900	34033300	45175300	45366000	46379300	46762600	40858300	45172800	191450	278206	266126	269314	263229	231290	257747	243366	273613	110129	101759	101163	97181.6	14336400	12588500	13048700	12721800	11589800	13147500	12782200	8989880	13923600	11924600	11589400	4526550	3429840	3664990	7717820	8557220	8085660	7171380	3026830	3144480	2853890	3309000	3219300	3303920	3352420	3184290	7959090	3184990	3159230	3048030	2916130	2974150	3185070	2804580	3046410	3206910	3158880	2360440	3090130	1242950	1254880	1076880	1118450	1115250
P15047	55091900	43491200	57851900	67486100	44094200	50713700	52415700	49624800	54363200	44266200	70095800	70408700	85158000	65492600	23671200	94058800	209248	226088	167296	226269	181321	215879	298468	137364	158038	179942	295869	158982	222864	9072480	9623570	10515600	23325600	11175600	12234300	14922200	8602270	11367400	12241700	12564200	15173500	14469500	16644400	4561140	8037350	7389140	7404250	7680730	8541290	7557920	7766910	9784050	9192820	10799400	7784970	7678620	6459880	8484750	2583040	2662180	1858250	2839980	3011390	3121480	2941070	2730440	1889250	2962080	3445590	3358360	2290130	3322870	2673790
P75874	35209800	36307600	38387900	34504300	30368300	29965100	35207600	43275200	35641300	34515500	38598200	38552100	40012900	36876900	34472900	40938700	594105	573671	542605	617989	599488	582080	566440	466520	628887	532634	697051	394938	670764	14588200	11986900	13124000	13249600	11846700	12994500	14682300	8803940	15033300	13552000	12382200	15543400	12679800	13105700	6120240	7756770	7668630	6762310	8414600	8929980	8048440	8979900	8281520	8550550	8455350	8038490	7362320	7644660	8278120	2541770	2619290	2426330	2691070	2492220	2388090	2625130	2754060	2124960	2443780	2588250	2847300	2522890	2495070	2569170
P0A698	30347100	25840700	26612900	36556700	29705600	31931700	26041600	26927700	25103300	30214000	26764900	25320100	25982600	25590900	26271700	27802900	153779	177207	171815	159486	157130	191545	193612	181142	165778	140858	157448	119896	144999	7092590	7635150	8066590	8594050	7059470	7632260	8544090	8944280	7857560	7897670	8379070	5639860	7542820	7414020	3589510	3714060	3752020	3873800	2999470	2933320	3218950	2989290	2950590	2887320	2914090	2907430	3692820	3039550	3142410	1858640	1779790	1792950	1811920	1871260	1946680	1937120	1871310	1737810	1849840	1346060	1697540	1570730	1486870	1590210
P06960	18306700	15502200	19291800	18618600	18720600	23909600	28700500	24759500	23854400	33928700	21879600	20044000	15118800	20913300	23530900	26135000	171479	134860	122692	147495	126811	129543	124383	123888	198691	132972	230893	109220	187274	8056950	8122660	9953980	6038820	13731100	8292830	7079360	8528290	7148190	8063680	8504750	9501600	10512800	10650400	6249020	5634830	5192120	4425860	8333190	8625280	7885850	8532120	7594090	7396120	7739400	7712240	5972170	8894010	7881330	2529410	2398350	2953740	2097340	2671400	2109160	1941290	2045940	3076050	2124810	3479170	3396990	3602620	3134780	3121190
P38521	78458400	64471700	59551900	61026400	71812200	65870000	63505600	65992000	63790100	58554700	57437800	58175200	58185000	54685300	56340200	61383400	503334	677760	588247	506373	641952	584693	621471	381271	489840	403513	367940	386779	331372	42637600	29820200	27983500	28819900	29859400	33641100	32695500	20066300	31143900	29131000	29566300	24023500	21883300	23371700	22313500	24329900	23187700	21371400	18004800	19154300	17957900	22216800	20257800	19578100	19387800	19306500	23571100	19492700	18735300	6335200	6376060	6801790	5802580	5889610	6528170	6424530	6352920	6022720	5821090	4544620	5126090	4621310	4534360	4686610
P22259	523645000	92729000	84645200	494365000	435389000	494371000	84725000	75013500	83757400	72315200	65406000	90290900	78878700	85265500	89888700	71237100	2126180	2435850	2212750	2540130	2442580	2102090	2214970	2321870	2192200	404444	318133	324477	497496	161335000	169413000	213655000	152885000	213726000	180083000	164124000	213922000	179923000	193222000	208257000	25195800	29418100	29964600	73593100	94107700	80158300	73575900	9540340	9128290	10398000	11065400	11198600	11406900	12193700	12310400	89504200	13175800	11190600	42670400	42927600	44994400	38007000	45918000	37979800	38285400	37541900	50348700	34878700	4770350	4753080	5611560	5581230	5187930
P69908;P69910	206058000	117494000	166681000	265994000	181320000	134410000	115926000	188187000	136725000	100106000	108839000	147172000	181509000	188525000	81518200	151850000	2605690	2412620	2676500	2313010	1785330	2939160	2963410	2140210	1951920	2082240	1998180	2226120	1958640	62279800	65582800	72005500	103939000	63387000	86473300	130755000	71695200	94038200	80508400	81507200	58258000	76012300	79199000	76558700	88704700	130285000	119082000	69762000	70353400	60674300	78606300	87930900	93877500	79280900	86574400	95419700	76394900	81761600	21987700	20730100	18600100	23101900	22335100	21524200	25590200	26264700	16781900	28065100	13469300	20040700	18461000	20510300	21556700
P0ACK5	12175800	8665000	10271300	11148400	10224000	13194000	8683970	8867860	8386130	9804080	8113070	9298490	9636080	8994630	9739250	9779550	43655	50313.1	58664.1	46334.1	51619.7	54031.1	61782.7	54330.5	48962.8	42519.3	41403.7	43060.8	48232.3	3189970	3026610	3510900	2878590	3841810	3222390	2688690	3895960	3112070	3274170	3389550	3308450	2981500	3049200	1973520	1787690	1765040	1793180	1773010	1618750	1719820	1674910	1720280	1737280	1683400	1814160	1760320	1581620	1644270	1540600	1673000	1540760	1391680	1647170	1360070	1313940	1478610	1596370	1474400	1419090	1328840	1329830	1380430	1363270
P0A8Y3	46009500	22114500	23947300	46871800	42632700	30849000	21028500	22572400	22796800	14700400	24543600	21583500	26395700	25075000	17740800	24813700	193284	195510	191995	180341	233098	212127	185265	154905	201178	84386.2	96477.4	88542.6	84423.2	16333400	14086800	14317200	9513440	17227400	13186600	10430400	11847800	13412000	13054900	12743400	7723530	6621180	6834690	12748700	13756900	11309700	11189800	6759650	7086880	6538120	7297510	6937190	7242780	7432270	7018500	11913400	7097540	6809290	3176130	3037980	3485060	2728840	3133070	3004300	2932990	2777190	3227020	2725590	1675810	1698610	1816470	1839270	1718420
P21362	18936900	5972380	8691150	25498700	16232600	12287500	4654440	10288000	5695900	8901480	9035000	10656100	11067300	5400900	7791310	9874570	338424	550915	506787	444181	352584	679352	749238	289289	345267	145819	366487	244053	179041	14027700	17581400	12498700	36867600	8340210	16204100	33106200	9826140	25657000	16878300	16900800	7855470	7640650	7660240	6194060	9823290	13073800	15942200	6187110	6164630	5371790	4674260	5954940	5550640	3633390	3156520	8495300	3044570	5075260	2343720	2342500	2244950	4167680	2023600	2580610	4013150	3983180	1630860	3730430	1174120	1609970	1262250	1313600	1482790
P22564	8907550	2066670	2289710	6927460	8296620	5652470	2566030	2087310	2512740	1812000	2574720	1913410	3115890	3218020	1938410	2359520	98639.7	152855	121587	109256	139586	107802	127089	115289	127005	51707.6	45264	53170.7	48131.9	3771570	3410580	4916890	3440250	5969270	3990680	3332830	5162700	3500300	4114970	4241750	1581430	1258510	1601170	2425580	2605650	2409330	2167910	981807	972893	1061020	963196	1058730	1014460	1121430	1049140	2298850	1109530	906101	3217430	2858430	3045210	2280040	3425610	3199000	2856200	2830890	3362920	2584470	1592370	1370290	1608310	1862610	1083150
P23830	28164200	19270400	21327200	28923200	28137100	20497100	18706900	21006000	19892800	14266600	22196000	18128400	23385900	22819200	17573000	21876900	125541	139898	135827	132153	130223	138893	128106	138707	133692	104325	117517	95742	111694	5609120	5527760	5759460	5981960	5307780	5087940	5680890	4860600	5104650	5575230	5737230	3099590	4364920	4023520	5267810	4836090	5055000	4970530	4132350	3951640	4086600	3999700	4391810	4181140	4140510	4180740	4965120	3867440	3899530	3054080	3016450	3607740	2605560	3652770	3126100	2859790	2869590	3800200	2922850	2812530	2793060	2832160	3005320	3086210
