rowname	Ref8537_QC1_20230414_1	Ref8537_QC2_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_QC4_Slot1-10_1_8644	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S62_Slot1-16_1_8664	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	Clinspect_E_coli_B_S86_Slot1-4_1_8638	Clinspect_E_coli_B_S91_Slot1-25_1_8674	Clinspect_E_coli_B_S98_Slot1-9_1_8643	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_014_R2	BBM_673_P283_01_VEB_015_R2	BBM_673_P283_01_VEB_016_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_018_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_020_R2	BBM_673_P283_01_VEB_021_R2	BBM_673_P283_01_VEB_022_R3	BBM_673_P283_01_VEB_023_R3	BBM_673_P283_01_VEB_024_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_28_s17	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_31_s33	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_34_s48	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC1_LabE_X023	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_QC4_LabE_X026	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s50_X011	CVT09_s55_X012	CVT09_s59_X013	CVT09_s61_X014	CVT09_s67_X015	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018	CVT09_s90_X019	CVT09_s93_X020	CVT09_s99_X021
P25522	23510700	23772500	19592000	19353700	27037200	25532100	27434000	23180600	21589300	25166800	25455900	22720600	25791600	25896500	19919600	21989100	19989500	20902200	22539400	20735300	21768100	20573800	20517500	22181300	66310.3	68143.6	60602.9	80936.1	60988.7	68167.3	63688.2	64453.8	72176.1	58479	60718	59568.7	47087	58865.7	48333.7	48167.5	66495.3	48510.4	52652.7	52853.3	49960.6	64035.5	57161.7	6258160	6711280	7005110	6098560	7092490	6441090	6373460	7564610	6478040	6207540	6271400	6297340	6385710	6254940	6295660	5526540	6659210	6233880	6152070	6189200	6193320	6114950	5930890	11150400	10871200	10366300	10471100	10839800	10628000	11025200	11196100	10940900	10163300	9427770	9310650	8952810	9337010	8746370	8878410	9621010	9236030	9644840	9082830	10532700	10580600	9104960	9470410	2577180	3096070	3016400	2508030	2979840	2892270	2998050	3019870	3107400	3209850	2957730	2798790	3030100	3085060	2530620	2594060	2585850	2388820	2517400	2511030	2571390	2558670	2497690	2614140
P67660	15950300	15375300	12049100	14617700	14784400	19095800	16502400	12472400	8736160	13372700	19327300	11051000	18521200	12791000	14693100	16447300	15247200	12848200	17788000	11828700	16760600	15957700	12322600	17485600	26908.4	30776.3	27121.4	27778.1	31150.5	31396.2	26095.2	31874.1	29559	23397.7	27689.1	28680.8	21382.7	21195.8	24440.3	30025.9	32048.1	25624.1	22646.3	29883.7	27563.9	29435.7	24786	3332580	3273090	4019010	4009870	4068210	3704130	3535500	3766070	3667820	3344990	3778330	3876940	3687380	3789720	3415050	3202200	3880930	3769160	3846490	3851180	3465530	3350510	3876310	2053140	2304200	1984080	2282680	2247010	2211750	2187820	2220820	2188350	2070190	2032070	2064110	2273490	2105330	1964190	2072900	2040450	2044640	1945950	2001130	2137520	2221920	1978940	1923230	427345	353049	374903	386294	352128	326812	426718	341213	357421	272774	273139	372780	348771	289555	396549	416121	379621	387075	377197	383397	386820	443718	400067	424447
P0A8V2	232362000	235355000	300571000	305002000	274531000	258159000	271758000	272072000	241728000	280224000	237981000	133316000	253162000	279053000	295888000	300495000	302984000	308451000	302749000	313492000	285640000	291661000	303450000	302126000	1286770	1259950	1188210	1237940	1405880	1308260	1417330	1373020	1415230	1459690	1415730	1393470	1349680	1383820	1653190	1712230	1431290	1518160	1362510	1849370	1773000	1593370	1764850	80438300	96879900	100753000	95190200	102536000	89954000	90013200	125464000	93562600	96501300	97690800	97261700	121061000	110170000	123393000	120631000	142805000	119796000	121554000	98199100	115840000	118593000	124555000	64975900	66164400	60097800	65177300	67399700	63199700	67557600	69003200	67560500	67296300	74237300	73252400	63727100	73942100	70201500	67628900	71927800	69946500	72263800	73293600	68831600	69868500	76128400	79523500	55988400	49405100	46714200	53518800	47790600	46585400	50096400	47609900	48868500	47709300	47965900	52862400	51489100	48842800	53305700	52707800	55017700	55383400	57731900	52594300	51293500	55779600	56007200	55504100
P37645	14941700	14388300	9658060	9765200	15436900	13764000	26450200	18293300	16397100	16931000	15390000	11354700	16323300	17392500	9587390	10477400	9347580	12308700	9875870	10877700	9626710	9054340	10651200	10289700	87562.8	84940.6	80476.1	93634.3	100765	85580.9	75036.4	121152	105654	99511.3	107282	91320.2	57364.8	47275.5	61917	55947.2	48996.4	52745.7	49442.4	59302.8	62296.8	61454.7	52981.5	3946800	4490810	4672580	6364110	4408020	4609030	6361290	5904710	5595170	4907610	5189360	3202900	3842980	3233670	3897440	4019490	4659790	3309630	3388310	3444760	3475240	3123340	3359750	2999580	4006940	2733040	3779200	4023030	2916590	4046280	4718390	4377010	3170920	2033580	1957230	1705170	2110350	1891060	1846820	2021560	1890160	1757720	1797290	3291310	3412010	1835080	2062370	1915880	3130630	3195240	1843830	2630560	4166400	3152330	3238430	3995110	3854860	3717940	2746960	2856720	3491070	1970980	1717880	2202590	2008440	2206040	1835690	1960480	1986670	2016210	2061100
P31120	90273600	84066000	80635100	79425800	77358800	83855800	83032600	75874900	69910100	79717400	80336600	44171500	84209500	80969300	78495600	74275800	78176500	74450200	77394300	78992500	80405900	77289900	79430800	75661100	255477	225665	243404	221880	245075	238468	214089	238130	222232	217380	228726	250191	184898	228064	226057	229296	238162	160362	142261	227717	218816	200882	194412	16485100	17303000	18371200	16279000	19203800	17132100	15163400	17744600	16837500	17065100	18040000	16015500	16021500	17807200	16825000	17403600	16603600	16992500	16604800	16146000	15008000	16486600	16901700	14266900	13946900	13808300	13784900	13396500	13848700	13735600	13331600	13767600	13841300	12409300	12470200	12283500	12282300	12408300	11811800	12413200	12268300	12456100	12406500	13866300	14205000	12835000	12456500	4919140	6106680	5574550	4994970	6093660	5354670	6088090	6172400	5606160	5422520	5397700	5992140	6068130	5569170	4973450	4882560	4912700	5074820	5103420	5068980	4705360	4933520	5056250	5075620
P0A894	20741000	22626900	19414600	21857800	17580500	19177000	20161600	20759100	17109100	20416900	19200200	12673500	20168100	20445000	17684900	18243600	19620000	16111800	19481400	20269400	19670300	20433000	19233700	20581200	174383	215710	178870	191748	169704	190188	158704	200619	229766	180230	173190	177770	173514	181814	168042	185213	188259	131962	154002	177598	172617	182590	166591	3677590	3990720	4423090	3897630	4594760	3922530	3812770	4106710	3601240	4265930	3998980	3873430	4208820	4259560	4321690	4150550	4335090	4599920	4734430	4073620	4094840	4239330	4373250	5204840	5083760	4984580	5287720	5197010	5574830	5061230	5218290	4885400	5315150	5583060	5249330	6126210	5398090	5368600	5569040	5728360	5497020	5440070	5589160	5355110	5061420	5139940	5248990	1594170	1573470	1412180	1493710	1638760	1286660	1553070	1425710	1414790	1367890	1398960	1499460	1505850	1395240	1501890	1573520	1484310	1523180	1444330	1521450	1525780	1529000	1509970	1512710
P0A7A7	31942800	34211100	26208800	29111800	25948400	31318200	35309500	24473600	15899500	25321700	30642200	16011400	32207400	24904300	26918400	29014800	30746200	18367100	31000500	26072200	30929900	30447100	22535100	29903700	408618	479292	482260	464788	411135	422950	470882	510190	487447	468272	430589	417330	437089	438105	436951	493594	428158	450390	390186	471038	458887	498272	450916	12084100	12769600	12543000	13344700	13350600	11739900	13753000	13980100	12089000	13269600	13643200	10206600	13547300	12747800	13616800	13174300	13977800	13471600	13426900	12087200	13258400	12323000	13484000	5565010	6017280	5526890	5891470	6258080	5515730	6122190	6398840	6115760	5601010	5568640	5547550	5092040	5575840	5460560	5374840	5757000	5517410	5698770	5669350	6202320	6088590	5435880	5187890	2493370	2253380	2138900	2492150	2565920	1657940	2597120	2293710	2428870	1946170	1917910	2519570	2409360	1941030	2530550	2519440	2419640	2574380	2550800	2509700	2516570	2553830	2581810	2531980
P31142	134751000	143470000	68332700	70107400	121770000	119518000	139420000	143543000	146084000	136857000	108345000	115314000	131742000	140711000	69686900	63358200	74481400	65055100	59991400	77787400	63815600	68609700	72639800	59602200	704350	939070	805660	895090	958166	909621	832514	857506	1065570	646058	971455	892485	288331	474071	423364	435562	461111	396246	259595	430185	451382	403296	428562	34091000	27300000	30514800	23677200	34964600	28224800	30604800	26129900	27416200	29795800	28320200	15757200	12588300	13754200	12752200	13816200	10960500	12886900	13296900	14302800	14178100	14137600	14401800	17784600	19212000	20498600	19594100	16996600	19868800	17719600	17110800	17359300	17659400	7646850	7937570	8620670	7964460	8491200	8542210	8275350	8250910	8411280	8181450	16651000	17410300	8140290	8153140	3167710	6850770	7117230	3132340	6830900	7296310	7100570	6847130	6958970	6717950	6893070	6838820	6921810	6541090	3040510	2969870	3101460	2819520	2964000	3012330	2996850	2995310	2930280	3047100
P77338	3865090	3707980	4583630	4519340	3935540	3575170	4104750	4333340	5055000	4343850	3586430	1713010	4017850	4510520	4270620	4274680	4039200	5377930	3932840	4578380	4114640	4155990	4590240	4005300	26419.4	32768.1	26102.7	30502.5	29552.2	27661.9	32274.8	29485.7	29868.8	27302.1	31689.1	33620.3	25680.3	31937.4	31153	29081.4	27683.5	28758.9	23024.4	38338	36928.2	24929.7	34177.3	2561120	2872600	2725870	2736570	2862420	2713550	2670570	3092200	2597680	2801970	2964300	2876970	2929330	3079280	3225360	3042840	3116120	3109500	3019920	2955380	3029500	2949240	3026860	1122550	1158900	1050470	1176890	1150160	1122770	1175670	1167250	1187590	1138710	1125480	1084370	998255	1069510	1062310	1063450	1130120	1046790	1045270	1125270	1090130	1159380	1128330	1122140	548778	501458	536358	559916	516120	497045	525906	513283	569438	543389	525307	473605	493024	517723	528013	546398	545386	521126	522929	549972	557835	577360	536787	526776
P00864	177434000	191443000	427815000	448401000	162088000	163525000	171434000	141658000	114186000	150884000	157556000	80566900	173693000	151220000	394374000	385981000	418918000	274058000	398875000	402981000	423803000	446428000	385464000	411037000	713363	646502	678269	691072	699024	697816	671099	737718	707042	828068	762360	739830	1777860	1612550	1829760	1778380	1644730	1389440	1470170	2044230	1822770	1753190	1736530	176933000	181375000	191898000	165521000	212123000	180693000	169671000	240547000	177555000	187830000	186662000	382800000	436554000	454753000	478755000	468459000	524317000	496798000	492872000	427139000	434964000	494836000	484035000	30020300	28170300	26995500	28364800	29564000	29463300	27909200	27376800	27479300	31321400	70871200	70457300	64049900	69336400	69350500	68926100	71909500	69826400	72389600	76762800	31893900	30159600	76844300	69623400	23246500	9460130	8691990	24642300	9615070	6967660	9595660	8822730	8801790	7777140	7895610	10134200	9850360	8236770	22242600	22424900	21129300	23763500	23850200	23677700	22755600	24080900	23870800	22379500
P0A8A0	57137900	47241300	64319000	50228000	69703600	57751500	49338900	63342000	83844500	63837600	55496000	71122800	61885100	61932400	72622800	69284200	63097300	74931500	61273500	65152100	62162800	59112500	69892100	64573400	1261180	1015310	1130620	524890	1186860	1091900	747131	1112720	921996	657115	1128900	1341010	719935	1284260	1341250	1301240	1558570	815130	864622	1506930	1333800	634714	821851	79006000	59963600	57233300	53571000	64206300	66062200	53088000	40710000	64833700	57102300	56696600	50427100	41292200	54929000	46906000	46728600	35004000	47197600	51351200	53978200	40626000	52504400	53404500	22811500	21800300	28171100	22133200	21658400	24429000	21486300	20558800	22082900	24204100	24941000	26255100	29812800	25481800	28565600	28745200	27614900	25808500	29113000	26027300	22410600	22119900	27071800	27486200	6940430	7639280	7520610	7072350	7601940	7309980	6828570	7691610	6515710	7305240	7541110	6522180	7534850	7259850	7547200	7554210	7501140	6736140	6850500	6827110	6535560	6771650	7027720	6532690
P29745	44289500	41194800	54694400	50693000	39060200	41931800	33815500	37588600	37090700	37524200	37682400	33877100	38548500	38676000	57248000	52538100	51751100	42836400	42674700	49080700	50887900	60942900	46536200	50722200	332729	344043	339940	376656	312779	366722	316473	296858	329881	297722	300941	403422	358630	435869	450969	374308	459814	288679	307422	506214	425365	346759	345939	13458800	14470600	14539600	12672700	18109500	14105700	11967500	16586500	12809500	13014200	12818100	15139500	15858200	16814500	17846200	16165900	16581700	17379800	17613400	17510300	16294300	19365100	17620000	8575020	6850780	7863980	7362830	7453130	8672740	6860330	7114100	7113290	9193510	8100760	8156930	8509430	8332370	8790340	8873370	9236020	8750790	10238300	10172600	7963710	7469550	10543300	9037180	2803250	2478620	2354660	3137690	2743560	2255500	2519980	2597970	2121370	2340490	2457260	2585170	2923500	2569260	2745420	2647540	2634480	2443240	2967040	2700660	2647340	2684840	2974430	2573670
P0A887	78400800	86761700	74194800	76329200	61589800	62282700	65209000	69720800	64663100	73100900	63371900	50112200	70935100	70552000	68959200	64502000	71181700	60822400	70098000	69280300	68298500	68476500	69427400	65444100	471286	573059	476722	530487	478078	565498	480828	517651	574394	485265	467314	567460	437312	495796	479023	427611	466997	381797	354254	424072	453253	514563	468782	23739900	24401500	27416300	19616200	28684200	23513000	20794000	25416200	22322200	24064300	22834600	24569600	22092400	24839900	25095300	24085900	27410500	24915300	25906600	23524700	22545300	24234200	24784900	13964300	12921000	13012600	12923200	12509900	14204400	12259700	12105700	11961400	14183200	11926000	11788900	12526400	12405700	11757400	12080000	11907700	11887100	11905200	12288300	12586800	12592200	12042000	12181800	2835770	2896870	2850340	2792080	2978260	2627500	2896610	2792700	2796010	2762550	2757840	2932910	3098230	2876360	2711470	2642120	2682770	2591910	2691580	2709240	2733140	2651620	2753180	2806380
P24215	29948300	33385400	18352300	19563400	32796300	28693900	48962700	36371800	35254600	37367000	34169700	32038300	33589500	39356100	19618100	18995600	19841100	23461900	21273400	23447100	20803800	17082100	20715100	21023300	143613	172799	152165	197517	177244	169843	186611	183972	206668	166461	144682	146738	66395.9	107876	75716.1	106336	99142.6	87981	82293.7	89430.8	102705	111576	97890.8	10596200	10491000	11779600	11762200	10175200	10670100	12681400	10384600	11138200	9810070	10171900	5886600	6546220	6725420	6090510	6067920	6845240	6892790	6567140	7006240	5923540	5440530	5726760	4065020	4516610	4049990	4456190	4337890	4137520	4545620	5003280	4729650	3945140	2457630	2343300	2336590	2479170	2353320	2445280	2305180	2381570	2247760	1996270	3743680	3883890	2042740	2310950	1335630	2329680	2341060	1221950	2087410	2637350	2555620	2558590	3095010	2664100	2546140	2255680	2484660	2527220	1246190	1418250	1471810	1458050	1364890	1475110	1324910	1540950	1342330	1500570
P37615	3380790	3452370	3177900	2741300	2901190	3760860	5760050	3359460	2448390	4027240	4025370	5698050	4330900	3042450	3254070	3302070	2701140	2117890	3561840	3716890	3741310	3616660	3040670	4065390	30758.4	59838.1	46343.1	44861.7	46359.1	54440.2	44674.4	45964.1	64729	52694.9	48634.6	50754.6	31322.2	42887.8	47058.9	42684.3	47163.4	31832.5	48377.3	46080.2	50758.8	46939.4	47688.5	2209220	2746680	2780000	2580910	2826980	2602390	2579030	2769920	2862980	2931670	2735560	2598850	2552170	2547590	2394280	2349420	2312050	2464980	2313160	2593770	2325330	2618850	2506300	985327	955219	914843	987789	971202	1000410	1009180	1057000	1095360	978195	872606	827351	866184	842142	834929	972289	873185	817470	867484	896861	903854	1027980	835013	821429	557842	668572	619056	583733	681251	677944	600896	696393	738916	682626	625631	651519	588297	668491	575229	563599	580739	600832	534386	551334	481229	580544	611622	501021
P0AC23	23756200	17047000	24308900	16429100	23000400	18919400	17481000	22388500	30519500	17339400	15207100	7001230	17996400	18737800	26469800	15999400	16819200	16203900	12059100	15232300	14755000	20680400	16739700	14529000	20730	21699.1	39688.5	32953.6	20219.3	67199.4	4316.02	22649.6	44996.1	5544.24	38472.7	24227.7	4153.53	22627.4	23349.3	9655.47	38267.8	4109.81	3053.82	23210.5	18729.1	10510.7	13767.9	5073540	5187040	3647960	5207380	4440260	3771490	4635910	3619670	4233980	3534440	3256100	2189520	2434870	2085840	2863630	2710420	2217230	2544560	2337050	2353730	2423200	3496730	3052740	4183210	2962790	3216940	2909210	3969170	3235480	3008500	4131420	4230030	4227790	1533580	1731740	1239610	1721000	1680290	1827940	2042820	1532570	1827830	2197860	3045420	2543790	2256770	2157180	1407870	1448870	1545420	1211510	1128730	1547600	1547390	1778710	1519820	1847920	1922910	1492160	1776980	2020540	1131820	765509	1060180	855456	961959	932424	1045490	965682	1007570	1196140
P0A6V8	71901400	73653700	69136400	70475300	55220100	66622000	64577600	62780700	56983000	66501400	57306900	38502700	65529500	61774200	73535500	61991000	64393400	45675200	51681100	57163800	66448600	75640400	59877800	64043200	256267	349129	299246	280877	320174	285304	286813	269844	265695	313641	275276	308128	431824	374074	345039	315764	349692	262438	297695	372094	286395	318942	329237	11729300	10076400	11657300	10054500	13337300	10789300	11213400	10983700	10895400	11510100	12432700	11643000	10685300	11955600	13059600	12889400	12134500	12725900	13327800	11629600	11758300	14364100	13034400	9392330	9562750	9652840	9518070	8937710	9578260	9780400	8570220	8910780	8959820	9565140	9317490	8841050	10032600	10104100	10830400	10690300	10522100	11198800	11319900	9692090	9355530	11389300	10199300	3858400	3128600	2962320	4252840	3766460	2113840	3463360	2954780	3220940	2689430	2503530	3505660	3432270	2537960	3964060	3504390	3651910	3559410	3709670	4043280	3929500	3824930	3994170	3637730
