rowname	CVT09_QC2_LabE_024	CVT09_QC3_LabE_025	CVT09_s3_002	CVT09_s10_003	CVT09_s13_004	CVT09_s16_005	CVT09_s28_007	CVT09_s31_008	CVT09_s36_009	CVT09_s50_011	CVT09_s59_013	CVT09_s61_014	CVT09_s73_016	CVT09_s77_017	CVT09_s84_018
P0AC51	383910	390838	380304	427016	348516	408775	394975	400121	344526	359912	238848	269871	234792	220109	232693
P0A9C9	1157760	1129700	1166170	1245140	1164440	1148010	1155400	1097320	1138620	1204610	1673950	1718780	1657920	1691750	1729710
P23930	1149310	1192020	930532	1072250	1118130	1149470	1201510	1238920	1111270	1214580	900789	1055040	929962	950544	978801
P37313	4417760	4477220	4549380	4551580	4540090	4576150	4517480	4528140	4641040	4629150	2811180	2850520	3099500	2925550	2939400
P75767	278975	280688	361234	210901	263858	251410	416342	212001	256152	183607	221541	255750	197071	266911	220615
P0A9Q9	36946100	34274400	38802700	30162200	34882400	35099900	32595700	34124600	39788000	36853000	67364600	62310600	70590400	71789700	62715300
P0A903	4961730	4844830	4469280	4876830	4873020	4973730	4926330	4697230	5089140	4818250	3876700	4283110	4234950	4087290	4270890
P0ACP1	2866060	2617610	3195900	2199320	2895050	2771870	2484500	2474320	2784590	2681180	1997250	1976650	2107020	1963080	2059430
P06710	807017	822419	923234	609578	881706	765753	610265	696318	959406	744139	844447	860461	953234	894338	958969
P0A7K2	378951000	409821000	379989000	328516000	391470000	404116000	361863000	352381000	344918000	381806000	452367000	470320000	422549000	450533000	456696000
P76097	295736	385749	337564	454163	369227	381369	422951	367870	281403	356558	NA	139342	77009.2	125209	141960
P11349	1028300	1067890	1292320	1144180	1307840	1221830	908573	1198530	1354050	1282720	2589390	2739530	2993330	3234710	3222570
P0AAJ1	882407	843331	983844	559148	703866	1119480	542630	655172	785230	829758	1232740	1181490	1329840	1451710	1572630
P25798	317609	359310	258609	393534	400510	483115	435926	403844	266880	455236	68347.2	478790	455068	470062	401546
P77735	6445990	6671830	6114270	6859960	6674680	6478500	6966240	6778060	6310320	6792890	3984710	4950520	4711450	4426090	4589580
P69829	2726520	2571530	2784320	2800500	2513450	2849310	2692840	2690080	2596870	2684020	2275940	2310600	2200160	2201300	2175890
P0A8W0	1135810	1197050	1168780	1075030	1120620	1148620	1155120	1137440	1090080	1197080	1005570	1005130	989514	998388	957636
P77258	524220	533406	370829	523385	527734	520137	602854	561358	462875	599989	672152	734718	695200	693656	713717
P0A9X4	11141800	10701000	11025000	11146700	11398700	10858300	11395500	11300000	11522000	11027700	10591800	11209000	11123500	10736100	10759400
P39285	293816	281363	257621	311011	287702	301462	305373	300330	259496	292179	284515	263890	267726	252157	255089
P0ABS5	676015	661722	634136	607585	642531	619817	658531	623532	613851	597669	498497	548824	499753	515139	484689
Q46857	3106820	3148530	2925980	3628450	3383950	3167960	3398420	3341290	2888270	3384320	2051190	2660360	2402150	2486470	2460390
P55135	820038	776851	714720	646249	806176	742560	749572	706535	794826	697910	761022	786955	891409	821461	824162
P31460	798032	782924	673632	911981	847220	919332	861122	806159	645868	859397	504341	601249	583023	534731	536830
P77285	5482950	5583280	4624260	4831270	4914850	5093430	5015040	5290940	4988020	4505530	5010510	5273120	4523020	5238590	5103240
P27278	2872870	2746700	2905190	2384260	2878200	2693170	2472690	2712190	2792900	2703090	3137780	3077360	3039640	3099520	3010870
P37902	17469800	19158800	15700900	19377400	17058600	16861600	17898400	18343400	15682400	16231800	9325900	8712690	8438620	8766040	8510930
P77316	531905	576248	538108	840531	687804	725771	853024	789029	464949	770291	705026	321476	373370	NA	146194
P76193	4751230	4976150	5084240	4521980	4175570	4853780	4456100	4355850	4340290	4673900	3319010	4061590	3726560	3690400	4128730
P18843	5726180	5401510	5439270	5777380	5549230	5780950	5834440	5867540	5274130	5773700	8870230	9265720	8973210	8956490	8977030
P0A749	14944300	15651400	16528900	12343900	16901200	14571700	13262300	13073600	17163300	13644700	18065500	17900600	18326900	18582600	19010200
P26281	9885220	10100400	9211260	9200650	8853350	9588740	8844330	7747900	8707040	8973150	11748800	11112200	9325750	11654300	10605100
P0AA95	902358	1011990	805536	1202440	907619	949581	1065000	1006170	629982	949230	1001830	1075400	866288	974132	1011760
P09551	21253800	22930500	18129900	28566000	21481800	21283400	25815100	24404100	17879900	20554100	6597730	6692260	5590300	6566520	6011570
P0A6P7	2648380	2680080	2462190	3023050	2420570	2545540	2850960	2738200	2370910	2672410	2150690	2531090	2215480	2258500	2307480
P15067	2031420	1865100	2133740	1663070	2044860	1931640	1695480	1788550	2347620	1884000	1755630	1700420	1909850	1818460	1853180
P0ABP8	8690300	8377490	8738100	8286950	8985820	8346410	8847020	8595240	8813500	8283710	7672830	7546300	7514690	7640080	7436060
P0A6B7	11775200	12037400	11615700	13694200	13400000	13330700	12905600	12548100	13514000	11980100	12148300	13453600	13879600	13743300	13137500
P0ADP2	718329	678986	923778	474272	736880	648167	550376	501243	800039	523285	719778	595802	646662	725133	655767
P0A6Q3	12901200	12913000	15834000	10408900	15682100	13411500	11367900	11676200	16423600	12173400	14402900	13181100	13742700	14482200	15245200
P0ADE4	915939	885487	866218	916195	903212	887146	878892	898526	912304	911400	928352	942469	896659	900174	906667
P09424	1367770	1394460	1422130	1418600	1438110	1370330	1405780	1356140	1335110	1344330	1250810	1323830	1247040	1295750	1329590
P52108	1523020	1493980	1455890	1344510	1423320	1364350	1359760	1427560	1483380	1411930	1718530	1497440	1548370	1612310	1626650
P0AF28	3619720	3688550	3853590	3654330	3580820	3377850	3392870	3447720	3448370	3370000	4249430	4029440	3923240	4225290	4103660
P07017	636427	761231	382272	1043360	1069640	1473530	1236490	1090620	342816	1099780	NA	NA	14007.2	NA	NA
P23256	2820980	2362920	2576250	2442550	2651140	2527360	2588310	2465660	2849710	2316570	1388090	1543500	1354940	1204980	1239120
P23839	1900650	1817500	1930260	1449440	2062930	1827650	1644990	1612140	2127420	1723370	2181850	2257190	2269410	2282100	2241710
P0A9Q5	13983600	13958700	13482900	14078400	13854400	13405700	13871400	14227300	13688800	13102600	14053200	14463900	13736400	13920600	13888800
P08506	33152800	33438200	33600800	31900900	34436500	32631200	32096500	32942100	35698000	32686200	24035600	24221500	25613600	25469600	24962100
Q46919	298040	304535	290584	344965	279421	337805	318152	291012	251316	309097	184264	280062	229928	216265	219203
P0ADT5	1852280	1974870	1865110	1557800	1993740	1812810	1780940	1808240	1960050	1660350	1402760	1551880	1629440	1591940	1580700
Q46856	2511000	2411430	2562700	2346900	2445900	2419300	2312320	2432300	2472950	2411240	1926790	1838870	1843250	2096540	1948000
P62399	66923200	63472300	66622600	69479800	67731100	65312300	66632600	66392900	69526000	69386600	87498000	85186200	88110100	83163400	80410000
P75796	1377360	1258340	1432130	1099520	1421350	1405180	1297810	1242750	1420830	1336000	1212190	1289280	1272670	1219930	1293140
P0AAI5	7239370	7017820	7585410	6374050	7665510	7051340	6519020	6402680	7358440	6512000	8559650	8231320	8286800	8099400	8365860
P13445	672529	691461	504810	584762	584608	662640	635005	738402	513449	698814	419202	515128	428406	466164	509033
P0A7B8	2832160	2966070	2064070	2522080	2550090	2968680	2563270	2729070	1467050	2742290	2637700	2659090	2577310	3066960	3395530
P75989	220662	274407	240460	243745	245488	228307	224473	237351	228677	231025	231543	264070	241316	228732	211737
P0A9P6	2896150	2726050	2897460	2549880	2860330	2714240	2929310	2796360	2964760	3057540	7363750	8296090	8634320	7669400	8246060
P33667	306412	518005	284596	271271	276662	499810	465420	261629	255203	329903	562995	567122	340897	338784	556774
P0A6D3	2592430	2716980	2644300	2171560	2655170	2612160	2404860	2433420	2617510	2417220	5195840	4852200	5093460	5149610	5068850
P30176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P04846	4730620	4268210	4408200	4737240	4397180	4752750	4783140	4559800	4633800	4756220	5088100	5327530	5385470	5045080	5152120
P30177	4347840	4114320	4695830	3934880	4161770	4497010	4199600	4046670	4579210	4245490	3957070	3642850	3829110	3949190	3887700
P0ADI4	8150520	8366760	5326640	10083900	9573780	9429720	9716100	9428860	5382820	9164380	11090800	11167000	7580720	10054800	8062540
P29018	708597	787735	652100	660042	755750	711161	734877	710483	776243	680011	692926	742436	663057	701660	726067
P0AG55	59842400	58957200	59719300	63671100	56165800	59723100	61923400	59539800	55678700	58432000	73496100	73071700	67703700	68974700	68970200
P07762	3614890	3446360	4053300	2547680	3515620	3252330	3012470	2908640	3992390	3107630	2878520	2769710	3234590	3101860	3103580
P23886	1264410	1295050	1233920	1111300	1286560	1157260	1181260	1199280	1341820	1221030	1338850	1264760	1225020	1262520	1431420
P0A6E9	1656630	1501990	1786770	1413010	1606900	1853330	1452050	1462660	1814590	1822850	2183080	2274110	2553640	2396340	2517180
P36929	1136570	1112800	1042910	1050170	1177990	1103000	1118070	1119510	1003510	1166310	1071940	1225860	1142260	1123460	1253080
P0AG40	1573080	1288990	1717790	1390740	1611120	1474820	1479100	1383270	1677570	1390580	1633850	1617900	1695110	1686220	1655950
P40719	79864.9	74342.1	93793.7	80532.8	84289.4	69402	75616.3	82265.3	93674.5	83886.5	86957.4	86669.5	81022.2	82819.4	88074.6
P37623	265270	231448	306878	240990	264875	264628	219795	229286	277224	232107	200627	203813	187089	209141	191996
P76016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09833	308369	320282	287607	329197	329046	354010	339426	322373	289763	334070	117219	157832	142212	149891	171491
P25524	5692400	5430500	6117370	5079120	6288370	5540750	5120840	5044100	6763170	5350290	6728590	6778040	7238510	6502280	6346350
P00561	38124300	37170700	39351500	34740900	45480600	43303500	39850900	40015700	44716700	43134300	36404400	35217400	37026600	36663700	35609400
P0AC33;P14407	10681000	10588900	10776000	7626780	9828690	8771490	7960790	8160660	12024100	7930180	3527480	3213160	3653280	3533730	3525760
Q47083	468043	583742	431256	552003	462581	507263	486659	505161	440623	535291	828863	980470	931008	931579	973660
P27550	17024500	17402400	15165500	17964200	17797800	15823100	18246500	17018100	16572400	15200000	1309790	2151980	1758830	1725850	1761280
P0A7X3	28091000	25901800	28823500	28761700	26730200	25859700	28506200	28742100	31756700	28894900	34490500	34564300	37386300	33202000	34391700
P0AD65	454228	476050	446269	438998	451148	443471	455409	443965	428508	438296	437882	481648	495649	458076	476115
P0AGD1	4354860	4575250	4225620	6521690	4283480	4921150	5444000	5561720	3297830	5245280	1856840	2748430	2222600	1951040	2066910
P0A7R9	25883100	24521000	25884400	25728200	25730200	25211800	25807900	24528000	25129100	25492500	32275300	30791000	32971900	28516200	26718900
P30140	1224090	1329730	1018040	1154350	1508940	1111390	1240510	1238810	979583	1253180	1282400	1141630	1179930	1197020	1127400
P39377	1366380	1205690	1384820	1041260	1208720	1442060	1099780	1230090	1348350	1449630	1154700	1118700	1201990	1179090	1162340
P64612	724905	671659	778239	581935	774999	683365	664358	618516	798453	744372	799137	758648	864679	781055	792719
P09152;P19319	629648	751550	571690	695055	608588	533542	524985	626298	632663	738828	1092100	1272300	1335460	1277630	1376680
P0ABI4	2191670	2193180	2308230	1620990	2426230	2195650	2055920	1830030	2182140	1954790	2111000	1979810	1875350	2044420	2130370
P0ABV6	1655730	1886750	1658720	1549240	1773570	1684360	1655260	1633970	1661660	1665330	1899680	1805120	1651790	1806760	1974870
P75974	723040	567058	760305	712476	617670	760727	933205	680001	575247	731122	649452	678885	665946	711737	633743
P0A9H9	767011	701439	738406	953566	926618	1132580	997680	771106	NA	946151	NA	NA	NA	NA	577656
P0AFG8	73032500	71444300	72058800	66371400	78474000	72626900	70820700	69816900	77137200	71443000	31928900	34499400	35104100	31913500	31326400
P0AE14	398249	389112	483008	337171	570556	457317	362241	392099	495733	430402	215748	280791	295939	338096	361838
P00963	5562320	5417470	6059350	5101170	5867940	5409900	4906440	5062740	6099130	5508630	8128700	7966860	8705250	6636800	6612600
P69380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AFB5	763942	794509	749121	595713	910430	663665	668760	680622	731325	644040	1271370	1174430	1078540	1156300	1190670
Q47150	789973	824430	745502	898600	779253	768131	816737	863268	671357	784320	775878	880062	761510	792646	747750
P77721	213534	261503	278434	128062	264502	229291	156149	162710	293365	187025	179282	116063	155818	168793	174051
P0AFI2	2072320	1920650	2098100	1941550	2054330	2038520	2016350	1981430	2165710	2051910	2365820	2340110	2463210	2395160	2347690
P75931	4682620	4551550	4764830	3969410	4805510	4535210	4227270	4225740	5155200	4413180	3637750	3339360	3955870	3965480	3930430
P06846	630704	625700	603775	559727	600963	584320	608984	534512	651869	587179	538987	547474	520683	521509	614316
P45537	473288	503010	442691	380006	511674	476103	418127	423803	456274	415760	273564	258640	272153	302538	275572
P0AB26	3580370	3428240	3441230	2734360	3621020	3591330	3537590	3438970	3800070	3689770	2364880	2627450	2804440	2525810	2753950
P22939	2112030	2108760	1925130	1990610	2060540	1985630	1967790	1934490	2024210	1976910	1679930	1788950	1697580	1663930	1818550
P40191	714981	703612	920493	386333	843756	718915	497250	507586	926695	563719	992222	775002	914004	955905	991760
P0A821	1679800	1566910	1611680	1300370	1662250	1655470	1558300	1447660	1780930	1578040	1957190	1725460	1936690	1837410	1839570
P0AAT6	2388100	2298930	2056090	2899540	2183240	2343720	2460480	2539860	2187800	2416350	2925290	3371780	2838590	2793790	2970980
P0A7G2	5953890	5665810	5714880	5817570	5422420	5926530	5779700	5776480	5517720	5897160	5610200	5796200	5503620	5708300	6004720
P27296	3182220	2900150	4440970	3223280	3905950	2953370	2809760	2425180	3619850	3138830	3262590	3500410	3236990	2871030	3246580
P32664	1282240	1148910	1131490	1265050	1238470	1284040	1272970	1249560	1239260	1125460	1109030	1292160	1166680	1130570	1083120
P77300	242201	236484	261180	179214	270119	216179	235593	207736	275776	263694	290735	283178	280888	290393	269251
P76268	2769080	2712760	3454290	1762680	3207900	2798850	2277890	2005590	3336790	2109820	2772690	2595760	2675290	2820280	2801760
P0AD24	1159980	1248380	1263810	1237780	1049390	1226760	1250240	1229200	1052250	1237670	1393800	1322090	1318810	1382820	1255980
P02925	11128000	11804300	9962360	13626500	11254800	11208600	12420200	11890300	9736960	11648900	2252590	2506230	2136870	2460280	2376710
P00893	6227810	6069860	6135530	5281470	6547970	6019690	5822040	5626890	6769140	5542340	8322870	8152060	8731280	8630900	8418600
P17117	3548100	3344490	3519050	3310540	3675150	3293950	3548010	3138800	3512130	2954480	4017020	3798990	3746100	3775270	3656830
P0A8N3;P0A8N5	7308080	6816830	8906610	4551470	8286320	7147370	5485460	5391160	8422770	5913070	8422440	8453700	9123480	9320630	9166710
P38051	456263	433919	414946	396971	450992	428527	436484	453623	456596	406586	372612	378720	376882	383521	349131
P0A8G9	3112580	3175830	2905050	3528290	2869250	3039940	3140070	3371720	2611680	3283570	2812660	2956800	2649700	2851350	2751200
P04983	578440	572324	705646	482400	712234	676138	583579	581415	641549	511573	285965	377372	259517	268562	288893
P27302;P33570	5132210	4510860	4264280	4957220	5103280	4634540	4802170	4972110	5763210	5100310	3879590	3815850	4267590	4261480	3641090
P31828	1756960	1664430	1430050	2033270	1792190	2256900	2206460	2019570	1425960	1941250	1706320	2037450	1327630	1816840	1686220
P07649	210238	220627	211506	163263	233030	193626	187938	203979	210677	224352	239111	293235	286976	281419	296907
Q47622	976245	980964	887098	791679	924170	894619	910506	889373	1021120	836012	908711	1044570	1014430	1065800	1144130
P75782	952773	860320	1067110	673476	970430	929053	775142	656197	941170	828119	1039290	1057480	1135170	1006330	1047670
P12995	1663510	1542680	1752380	1572930	1736110	1576950	1633300	1548740	1714650	1619570	1582800	1698570	1599500	1592570	1499180
P02930	6603860	6606370	6724790	6738530	6539310	6662820	6655820	6669250	6441880	6709530	6520210	6349840	5838900	6103460	6065060
P0A830	121448	213931	43038.6	134356	207573	147967	166331	187540	214282	133369	NA	NA	NA	NA	NA
P0AC28	28111.1	NA	28825.5	28674	35548.5	30553.1	29633.6	30126.6	40746	22027.2	NA	10644.8	34175.3	NA	NA
P31134	429189	442572	371496	380818	479470	411088	422318	426648	375217	408243	455708	400591	401093	353403	414587
P14900	2541670	2503230	2597210	2255380	2614290	2436900	2361990	2459900	2354960	2422620	2625430	2374590	2582290	2604470	2511900
P28632	171722	141561	148824	160396	123857	129045	160119	166392	164768	129966	133351	148487	122362	117331	138781
P24171	2758890	2802210	2731730	2425040	2815430	2618150	2601510	2591590	2802980	2663990	3165500	3155440	3120300	3178420	3076580
P0A8R0	9485050	9501480	10262500	9510100	8622380	9447770	9396040	9283580	8083670	8880710	7110960	7170050	6828380	7013830	6694500
P00805	6626190	6592680	6890840	5540410	6193760	7712070	5053990	5486460	6588490	6790330	1610600	1643690	1871800	1877730	1882490
P37387	390064	484675	441148	561621	469530	403552	509912	487027	462179	405169	NA	NA	NA	NA	NA
P21177	3573500	3605820	3201340	3962120	3773840	3773920	4204800	3716570	3398490	3405310	257999	607541	470831	522724	495150
